title,vote_average,vote_count,overview,popularity,genres,worth_watching,clean_overview
Free Guy,7.55,7662,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",62.599,"Comedy, Adventure, Science Fiction",1,bank teller discovers he actually background player openworld video game decides become hero his own story now world where there no limits he determined guy who saves his world his way before its too late
12 Angry Men,8.54,7658,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",51.201,Drama,1,defense prosecution rested jury filing into jury room decide if young spanishamerican guilty or innocent murdering his father what begins open shut case soon becomes minidrama each jurors prejudices preconceptions about trial accused each other
Indiana Jones and the Kingdom of the Crystal Skull,5.998,7629,"Set during the Cold War, the Soviets?led by sword-wielding Irina Spalko?are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend?and Indy's colleague?Professor Oxley has been captured for his knowledge of the skull's whereabouts.",47.907,"Adventure, Action",0,set during cold war sovietsled swordwielding irina spalkoare search crystal skull which supernatural powers related mystical lost city gold indy coerced head peru behest young man whose friendand indys colleagueprofessor oxley been captured his knowledge skulls whereabouts
Luca,7.865,7625,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water?s surface.,60.762,"Animation, Comedy, Fantasy, Adventure, Family",1,luca his best friend alberto experience unforgettable summer italian riviera but all fun threatened deeplyheld secret they sea monsters another world just below waters surface
Fast Five,7.251,7581,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",8.589,"Action, Thriller, Crime",1,former cop brian oconner partners excon dom toretto opposite side law since brian mia toretto broke dom out custody theyve blown across many borders elude authorities now backed into corner rio de janeiro they must pull one last job order gain their freedom
Transformers: Age of Extinction,5.92,7581,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",57.581,"Science Fiction, Action, Adventure",0,humanity picks up pieces following conclusion transformers dark moon autobots decepticons all but vanished face planet however group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond what they can control all while ancient powerful transformer menace sets earth his crosshairs
Ghost in the Shell,6.066,7581,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",32.851,"Science Fiction, Drama, Action",0,near future major first her kind human saved terrible crash then cyberenhanced perfect soldier devoted stopping worlds most dangerous criminals
Real Steel,6.981,7571,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",88.181,"Action, Science Fiction, Drama",0,charlie kenton washedup fighter who retired ring when robots took over sport after his robot trashed he reluctantly teams up his estranged son rebuild train unlikely contender
Bad Boys for Life,7.139,7570,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",46.619,"Thriller, Action, Crime",1,marcus mike forced confront new threats career changes midlife crises they join newly created elite team ammo miami police department take down ruthless armando armas vicious leader miami drug cartel
Top Gun: Maverick,8.26,7546,"After more than thirty years of service as one of the Navy?s top aviators, and dodging the advancement in rank that would ground him, Pete ?Maverick? Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",126.291,"Action, Drama",1,after more than thirty years service one navys top aviators dodging advancement rank would ground him pete maverick mitchell finds himself training detachment top gun graduates specialized mission likes which no living pilot ever seen
Baywatch,6.092,7545,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",45.123,"Comedy, Action, Crime",0,devoted lifeguard mitch buchannon butts heads brash new recruit together they uncover local criminal plot threatens future bay
Sin City,7.4,7541,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark? Hard-boiled. Then there are those who call it home ? Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",42.369,"Thriller, Action, Crime",1,welcome sin city town beckons tough corrupt brokenhearted some call dark hardboiled then there those who call home crooked cops sexy dames desperate vigilantes some seeking revenge others lust after redemption then there those hoping little both universe unlikely reluctant heroes still trying do right thing city refuses care
The Help,8.202,7538,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",52.139,Drama,1,aibileen clark middleaged africanamerican maid who spent her life raising white children recently lost her only son minny jackson africanamerican maid who often offended her employers despite her familys struggles money her desperate need jobs eugenia skeeter phelan young white woman who recently moved back home after graduating college find out her childhood maid mysteriously disappeared these three stories intertwine explain how life jackson mississippi revolves around help yet they always kept certain distance because racial lines
Mission: Impossible - Fallout,7.414,7537,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",61.258,"Action, Adventure",1,when imf mission ends badly world faced dire consequences ethan hunt takes upon himself fulfill his original briefing cia begin question his loyalty his motives imf team find themselves race against time hunted assassins while trying prevent global catastrophe
Fifty Shades Freed,6.705,7511,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",93.385,"Drama, Romance",0,believing they left behind shadowy figures their past newlyweds christian ana fully embrace inextricable connection shared life luxury but just she steps into her role mrs grey he relaxes into unfamiliar stability new threats could jeopardize their happy ending before even begins
Snow White and the Huntsman,5.982,7503,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",34.976,"Adventure, Fantasy, Drama",0,after evil queen marries king she performs violent coup which king murdered his daughter snow white taken captive almost decade later grown snow white still clutches queen order obtain immortality evil queen needs heart snow white after snow escapes castle queen sends huntsman find her dark forest
Eternals,6.927,7493,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind?s most ancient enemy, the Deviants.",60.521,"Science Fiction, Action, Adventure",0,eternals team ancient aliens who been living earth secret thousands years when unexpected tragedy forces them out shadows they forced reunite against mankinds most ancient enemy deviants
Apocalypse Now,8.282,7485,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",37.715,"Drama, War",1,height vietnam war captain benjamin willard sent dangerous mission officially does not exist nor will ever exist his goal locate eliminate mysterious green beret colonel named walter kurtz who been leading his personal army illegal guerrilla missions into enemy territory
The Breakfast Club,7.751,7478,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",27.667,"Comedy, Drama",1,five high school students different walks life endure saturday detention under powerhungry principal disparate group includes rebel john princess claire outcast allison brainy brian andrew jock each chance tell his or her story making others see them little differently when day ends they question whether school will ever same
22 Jump Street,6.842,7460,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",23.367,"Crime, Comedy, Action",0,after making their way through high school twice big changes store officers schmidt jenko when they go deep undercover local college but when jenko meets kindred spirit football team schmidt infiltrates bohemian art major scene they begin question their partnership now they dont just crack case they figure out if they can mature relationship if these two overgrown adolescents can grow freshmen into real men college might best thing ever happened them
Sing,7.114,7458,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,45.871,"Animation, Comedy, Family, Music",1,koala named buster recruits his best friend help him drum up business his theater hosting singing competition
Chappie,6.776,7438,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings?some good, some bad?and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",34.709,"Crime, Action, Science Fiction",0,every child comes into world full promise none more so than chappie he gifted special prodigy like any child chappie will come under influence his surroundingssome good some badand he will rely his heart soul find his way world become his own man but theres one thing makes chappie different any one else he robot
The Day After Tomorrow,6.509,7436,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",30.132,"Action, Adventure, Science Fiction, Thriller",0,after years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning new ice age paleoclimatologist jack hall tries warn world while also shepherding safety his son trapped new york after city overwhelmed start new big freeze
The Simpsons Movie,6.999,7430,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",59.717,"Animation, Comedy, Family",0,after homer accidentally pollutes towns water supply springfield encased gigantic dome epa simpsons declared fugitives
Wonder,8.155,7421,"The story of August Pullman ? a boy with facial differences ? who enters fifth grade, attending a mainstream elementary school for the first time.",40.233,"Drama, Family",1,story august pullman boy facial differences who enters fifth grade attending mainstream elementary school first time
Pride & Prejudice,8.083,7394,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",49.413,"Drama, Romance",1,story love life among landed english gentry during georgian era mr bennet gentleman living hertfordshire his overbearing wife five daughters but if he dies their house will inherited distant cousin whom they never met so familys future happiness security dependent daughters making good marriages
Friends with Benefits,6.648,7394,"Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.",35.4,"Romance, Comedy",0,dylan jamie think its going easy add simple act sex their friendship despite what hollywood romantic comedies would them believe they soon discover however getting physical really does always lead complications
10 Things I Hate About You,7.58,7386,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",36.364,"Comedy, Romance, Drama",1,first day his new school cameron instantly falls bianca gorgeous girl his dreams only problem bianca forbidden date until her illtempered completely undateable older sister kat goes out too attempt solve his problem cameron singles out only guy who could possibly match kat mysterious bad boy nasty reputation his own
Fantastic Four: Rise of the Silver Surfer,5.592,7381,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",30.047,"Adventure, Fantasy, Action, Thriller",0,fantastic four return big screen new all powerful enemy threatens earth seemingly unstoppable silver surfer but all not what seems there old new enemies pose greater threat than intrepid superheroes realize
10 Cloverfield Lane,6.981,7377,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",27.817,"Thriller, Science Fiction, Drama, Horror",0,after getting car accident woman held shelter two men who claim outside world affected widespread chemical attack
Pretty Woman,7.5,7371,"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",42.75,"Comedy, Romance",1,when millionaire wheelerdealer enters business contract hollywood hooker vivian ward he loses his heart bargain
Assassin's Creed,5.419,7328,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",26.133,"Action, Adventure, Science Fiction",0,through unlocked genetic memories allow him relive adventures his ancestor th century spain callum lynch discovers hes descendant secret assassins society after gaining incredible knowledge skills he now poised take oppressive knights templar present day
Focus,6.875,7321,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",36.414,"Romance, Comedy, Crime",0,nicky accomplished con artist gets romantically involved his disciple jess but later ends their relationship years later she returns femme fatale spoil his plans
Armageddon,6.829,7320,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",36.635,"Action, Thriller, Science Fiction, Adventure",0,when asteroid threatens collide earth nasa honcho dan truman determines only way stop drill into its surface detonate nuclear bomb leads him renowned driller harry stamper who agrees helm dangerous space mission provided he can bring along his own hotshot crew among them cocksure aj who harry thinks isnt good enough his daughter until mission proves otherwise
Quantum of Solace,6.314,7317,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",33.985,"Adventure, Action, Thriller, Crime",0,betrayed vesper woman he loved fights urge make his latest mission personal pursuing his determination uncover truth bond m interrogate mr white who reveals organization blackmailed vesper far more complex dangerous than anyone imagined
The Little Mermaid,7.355,7316,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,79.593,"Animation, Family, Fantasy",1,colorful adventure tells story impetuous mermaid princess named ariel who falls love very human prince eric puts everything line chance him memorable songs characters including villainous sea witch ursula
Tomb Raider,6.353,7316,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",27.983,"Action, Adventure, Fantasy",0,lara croft fiercely independent daughter missing adventurer must push herself beyond her limits when she finds herself island where her father disappeared
King Kong,6.869,7297,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",35.331,"Adventure, Drama, Action",0,new york overly ambitious movie producer coerces his cast hired ship crew travel mysterious skull island where they encounter kong giant ape who immediately smitten leading lady
The Cabin in the Woods,6.608,7288,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",38.675,"Horror, Fantasy",0,five friends go break remote cabin where they get more than they bargained discovering truth behind cabin woods
Fargo,7.867,7282,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",22.433,"Crime, Drama, Thriller",1,jerry smalltown minnesota car salesman bursting seams debt but hes got plan hes going hire two thugs kidnap his wife scheme collect hefty ransom his wealthy fatherinlaw its going snap nobodys going get hurt until people start dying enter police chief marge coffeedrinking parkawearing extremely pregnant investigator wholl stop nothing get her man if you think her smalltime investigative skills will give crooks run their ransom you betcha
Predator,7.506,7265,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,57.562,"Science Fiction, Action, Adventure, Thriller",1,team elite commandos secret mission central american jungle come find themselves hunted extraterrestrial warrior
Fifty Shades Darker,6.492,7259,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian?s past start to circle the couple, determined to destroy their hopes for a future together.",58.367,"Drama, Romance",0,when wounded christian grey tries entice cautious ana steele back into his life she demands new arrangement before she will give him another chance two begin build trust find stability shadowy figures christians past start circle couple determined destroy their hopes future together
Groundhog Day,7.606,7255,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",28.171,"Romance, Fantasy, Drama, Comedy",1,narcissistic tv weatherman along his attractivebutdistant producer his mawkish cameraman sent report groundhog day small town punxsutawney where he finds himself repeating same day over over
The Exorcist,7.72,7247,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",94.668,Horror,1,yearold regan macneil begins adapt explicit new personality strange events befall local area georgetown her mother becomes torn between science superstition desperate bid save her daughter ultimately turns her last hope father damien karras troubled priest who struggling his own faith
The Terminal,7.33,7241,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living ? and courts romance with a beautiful flight attendant.",23.758,"Comedy, Drama",1,viktor navorski man without country his plane took off just coup detat exploded his homeland leaving shambles now hes stranded kennedy airport where hes holding passport nobody recognizes while quarantined transit lounge until authorities can figure out what do him viktor simply goes living courts romance beautiful flight attendant
The Lego Movie,7.418,7233,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",30.267,"Animation, Family, Adventure, Comedy, Fantasy",1,ordinary lego minifigure mistakenly thought extraordinary masterbuilder recruited join quest stop evil lego tyrant conquering universe
The Nice Guys,7.108,7230,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,19.553,"Comedy, Crime, Action",1,private eye investigates apparent suicide fading porn star s los angeles uncovers conspiracy
Princess Mononoke,8.338,7228,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",54.696,"Adventure, Fantasy, Animation",1,ashitaka prince disappearing emishi people cursed demonized boar god must journey west find cure along way he encounters san young human woman fighting protect forest lady eboshi who trying destroy ashitaka must find way bring balance conflict
Don't Look Up,7.135,7227,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,29.694,"Science Fiction, Comedy, Drama",1,two american astronomers attempt warn humankind about approaching comet will wipe out life planet earth
The Expendables,6.227,7225,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",89.721,"Thriller, Adventure, Action",0,barney ross leads band highly skilled mercenaries including knife enthusiast lee christmas martial arts expert yin yang heavy weapons specialist hale caesar demolitionist toll road loosecannon sniper gunner jensen when group commissioned mysterious mr church assassinate dictator small south american island barney lee visit remote locale scout out their opposition discover true nature conflict engulfing city
Nocturnal Animals,7.442,7196,"Susan Morrow receives a book manuscript from her ex-husband ? a man she left 20 years earlier ? asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",21.733,"Drama, Thriller",1,susan morrow receives book manuscript her exhusband man she left years earlier asking her opinion his writing she reads she drawn into fictional life tony hastings mathematics professor whose family vacation turns violent
Scott Pilgrim vs. the World,7.469,7155,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",39.003,"Action, Comedy, Romance",1,bass guitarist garagerock band scott pilgrim never trouble getting girlfriend usually problem getting rid them but when ramona flowers skates into his heart he finds she most troublesome baggage all army exboyfriends who will stop nothing eliminate him her list suitors
Batman,7.2,7152,Batman must face his most ruthless nemesis when a deformed madman calling himself "The Joker" seizes control of Gotham's criminal underworld.,40.79,"Fantasy, Action, Crime",1,batman must face his most ruthless nemesis when deformed madman calling himself joker seizes control gothams criminal underworld
Maze Runner: The Death Cure,7.1,7141,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",41.488,"Science Fiction, Action, Adventure, Thriller",1,thomas leads his group escaped gladers their final most dangerous mission yet save their friends they must break into legendary last city wckdcontrolled labyrinth may turn out deadliest maze all anyone who makes out alive will get answers questions gladers been asking since they first arrived maze
Rocky,7.8,7135,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,42.023,"Drama, Romance",1,uneducated collector philadelphia loan shark given onceinalifetime opportunity fight against world heavyweight boxing champion
The Bourne Ultimatum,7.421,7127,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",24.667,"Action, Drama, Mystery, Thriller",1,bourne brought out hiding once again reporter simon ross who trying unveil operation blackbriar upgrade project treadstone series newspaper columns information reporter stirs new set memories bourne must finally uncover his dark past while dodging companys best efforts eradicate him
American Pie,6.567,7125,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",43.03,"Comedy, Romance",0,highschool party four friends find losing their collective virginity isnt easy they thought but they still believe they need do so before college motivate themselves they enter pact all score their senior prom
My Neighbor Totoro,8.073,7124,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",46.44,"Fantasy, Animation, Family",1,two sisters move country their father order closer their hospitalized mother discover surrounding trees inhabited totoros magical spirits forest when youngest runs away home older sister seeks help spirits find her
Cars 2,6.08,7115,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,72.036,"Animation, Family, Adventure, Comedy",0,star race car lightning mcqueen his pal mater head overseas compete world grand prix race but road championship becomes rocky mater gets caught up intriguing adventure his own international espionage
The Secret Life of Walter Mitty,7.172,7080,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,26.534,"Adventure, Comedy, Drama, Fantasy",1,timid magazine photo manager who lives life vicariously through daydreams embarks truelife adventure when negative goes missing
Pixels,5.716,7061,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,32.028,"Action, Comedy, Science Fiction",0,video game experts recruited military fight sera video game characters whove attacked new york
Ice Age: Continental Drift,6.36,7038,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",53.054,"Animation, Comedy, Adventure, Family",0,manny diego sid embark upon another adventure after their continent set adrift using iceberg ship they encounter sea creatures battle pirates they explore new world
BlacKkKlansman,7.521,7037,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",16.735,"Comedy, Crime, Drama",1,colorado springs late s ron stallworth african american police officer flip zimmerman his jewish colleague run undercover operation infiltrate ku klux klan
The Meg,6.256,7018,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",101.431,"Action, Science Fiction, Horror",0,deep sea submersible pilot revisits his past fears mariana trench accidentally unleashes seventy foot ancestor great white shark believed extinct
127 Hours,7.068,7012,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,25.491,"Adventure, Drama, Thriller",1,true story mountain climber aron ralstons remarkable adventure save himself after fallen boulder crashes his arm traps him isolated canyon utah
Blood Diamond,7.53,6999,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",33.641,"Drama, Thriller, Action",1,exmercenary turned smuggler mende fisherman amid explosive civil war overtaking sierra leone these men join two desperate missions recovering rare pink diamond immense value rescuing fishermans son conscripted child soldier into brutal rebel forces ripping swath torture bloodshed countrywide
Ralph Breaks the Internet,7.2,6999,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet ? the netizens ? to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",49.649,"Family, Animation, Comedy, Adventure",1,video game bad guy ralph fellow misfit vanellope von schweetz must risk all traveling world wide web search replacement part save vanellopes video game sugar rush way over their heads ralph vanellope rely citizens internet netizens help navigate their way including entrepreneur named yesss who head algorithm heart soul trendmaking site buzzztube
Valerian and the City of a Thousand Planets,6.625,6987,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",36.195,"Adventure, Science Fiction, Action",0,th century valerian laureline special operatives charged keeping order throughout human territories assignment minister defense two undertake mission alpha everexpanding metropolis where species across universe converged over centuries share knowledge intelligence cultures center alpha mysterious dark force which threatens peaceful existence city thousand planets valerian laureline must race identify menace safeguard not just alpha but future universe
